Filename,Radius_of_Gyration,Convex_Hull_Volume,Sequence_Entropy,Hydrophobic_Ratio,Charged_Ratio,Polar_Atom_Ratio,Heavy_Atom_Ratio,Average_Phi,Average_Psi,Sequence_Length,Avg_Eccentricity,Max_Eccentricity,Min_Eccentricity,Avg_Closeness,Max_Closeness,Min_Closeness,Avg_Eigenvector,Max_Eigenvector,Min_Eigenvector,Eigenvector_Centrality,K_Core_Number,Assortativity_Coefficient,Path_Length_Mean,Path_Length_Var,Residue_Packing_Density,Atomic_Clashes,Hydrophobic_Patch_Count,14317.8178,0.140625,40.97578125,8.897813606,-0.40234375,0.0625,0.015625,0.046875,0.0390625,0.03125,0.109375,0.0078125,0.0234375,0.046875,0.0703125,0.015625,0.046875,0.015625,0.046875,0.0625,0.1171875,0.0390625,0.09375,0.03125,0.078125,Avg_Packing_Density,Hydrophobic_Clusters,COM_X,COM_Y,COM_Z,Max_Atom_Distance,Num_Atoms,Centroid_X,Centroid_Y,Centroid_Z,Bounding_Box_Volume,Radius_of_Gyration,C_Count,O_Count,N_Count,S_Count,Atom_Count,H_Count,Avg_Distance,Max_Distance,Total_Weight,Density,Average_Phi,Average_Psi,Unique_Residues,Avg_Residue_Mass,Min_CA_Distance,Max_CA_Distance,Shape_Compactness,Num_Residues,Num_Edges,Avg_Degree,Clustering_Coefficient,Betweenness_Centrality,Graph_Density,Z_Spread,Max_Atom_Distance,Num_Chains,Num_Atoms
seq5667@3,17.648,70276.142,4.082,0.414,0.227,0.191,0.508,-1.504,1.484,128,7.009375,9,5,0.267199724,0.353820598,0.173452769,0.022892498,0.132294654,6.49E-06,0.022892087,16.378125,0.734451666,3.849443359,2.321248714,30.1265625,38627,755,14484.1179,0.109375,37.421875,8.98503933,-0.44453125,0.078125,0.015625,0.0390625,0.0625,0.015625,0.09375,0.015625,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.0859375,0.03125,0.0625,118.58,172,7.479,15.415,0.989,62.228,10045,7.479,15.415,0.989,162327.72,17.568,3180,955,940,25,10045,4945,23.048,63.749,72427.51,0.414,-1.503618936,1.483628905,20,113.17,0.2,59.2,2.402,128,608,9.5,0.558443249,0.020690773,0.07480315,59.04,63.75,5,10045
seq16864@4,16.897,63856.91,4.079,0.422,0.219,0.191,0.508,-1.613,1.454,128,7.059375,9,5,0.280968706,0.377213695,0.164903226,0.024506552,0.129671067,6.70E-06,0.024506182,17.74375,0.716254332,3.660024414,2.040564062,32.6875,42714,786,14457.109,0.1171875,38.4640625,8.507328606,-0.375,0.078125,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.0859375,0.09375,0.03125,0.0859375,0.03125,0.0703125,127.62,145,7.802,16.012,-2.604,62.739,10000,7.802,16.012,-2.604,145238.77,16.858,3180,960,915,30,10000,4915,22.078,63.702,72287.37,0.458,-1.612756481,1.453690095,20,112.95,0.31,58.04,2.423,128,607,9.484375,0.564179549,0.021182899,0.074680118,54.75,63.7,5,10000
seq880@6,17.851,78386.353,4.076,0.414,0.227,0.191,0.507,-1.554,1.551,128,7.525,10,5,0.265531686,0.354409318,0.150352941,0.022526995,0.138104613,2.17E-07,0.022525986,16.1625,0.717464008,3.879604492,2.449904336,29.6421875,37251,757,14450.1215,0.109375,38.7609375,8.856295967,-0.4,0.078125,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.0859375,0.03125,0.0625,115.66,174,7.659,14.352,4.605,64.794,10015,7.659,14.352,4.605,202034.92,17.795,3165,955,930,30,10015,4935,23.283,65.833,72257.53,0.335,-1.554226945,1.551315842,20,112.9,0.35,56.48,2.391,128,604,9.4375,0.547354078,0.021217074,0.074311024,65.28,65.83,5,10015
seq5276@3,16.99,70373.242,4.055,0.422,0.219,0.19,0.507,-1.544,1.412,128,7.1140625,10,5,0.280095361,0.375661376,0.163888176,0.025274623,0.129034073,9.57E-07,0.025274015,17.5265625,0.708360886,3.68230957,2.182944861,32.8203125,42256,776,14509.167,0.1171875,35.13671875,9.201588631,-0.4296875,0.078125,0.015625,0.03125,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0703125,0.015625,0.03125,0.09375,0.09375,0.03125,0.0859375,0.03125,0.0703125,129.62,154,2.261,17.243,1.213,66.936,10075,2.261,17.243,1.213,181605.11,16.914,3195,955,935,25,10075,4965,22.162,68.683,72557.77,0.373,-1.543501709,1.412438897,20,113.37,0.23,57.42,2.393,128,613,9.578125,0.568400827,0.020477909,0.075418307,65.21,68.68,5,10075
seq1721@13,17.096,70956.391,4.04,0.422,0.227,0.19,0.506,-1.546,1.399,128,7.4765625,10,6,0.279654316,0.371944121,0.145524937,0.026439582,0.11982694,1.21E-07,0.026438234,18.428125,0.651412307,3.696376953,2.361738827,34.090625,44123,885,14476.1356,0.109375,35.946875,8.960541344,-0.421875,0.078125,0.015625,0.0390625,0.0625,0.0078125,0.09375,0.0078125,0.0390625,0.03125,0.0859375,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.0859375,0.03125,0.0703125,136.18,152,2.448,16.946,-1.612,63.19,10060,2.448,16.946,-1.612,157795.25,17.029,3180,960,930,25,10060,4965,22.213,64.768,72387.57,0.431,-1.545779755,1.398893961,20,113.1,0.51,60.01,2.331,128,612,9.5625,0.556046428,0.020088309,0.075295276,55.7,64.77,5,10060
seq13013@4,18.224,89117.66,4.022,0.422,0.234,0.19,0.506,-1.484,1.563,128,7.609375,10,6,0.258260142,0.348228883,0.155815655,0.022928031,0.135753376,8.62E-07,0.022927534,14.359375,0.750727605,4.004130859,2.57769778,26.746875,32768,606,14529.1982,0.1171875,39.88125,9.201137352,-0.43984375,0.078125,0.015625,0.0390625,0.0625,0.015625,0.09375,0,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.1015625,0.09375,0.03125,0.0859375,0.03125,0.0703125,102.55,193,3.525,15.93,0.636,68.309,10100,3.525,15.93,0.636,193932.44,18.155,3195,960,935,25,10100,4985,23.817,69.743,72657.93,0.359,-1.484202349,1.562575694,19,113.53,0.45,62.87,2.398,128,611,9.546875,0.563533775,0.020649763,0.075172244,61.72,69.74,5,10100
seq5546@6,17.973,66731.623,4.062,0.422,0.227,0.191,0.508,-1.629,1.368,128,7.140625,10,5,0.261015012,0.353038674,0.172936401,0.022082319,0.137573764,1.17E-05,0.022081405,16.99375,0.702842807,3.933300781,2.476713324,30.575,40277,812,14482.0987,0.1171875,36.10078125,8.960541344,-0.4484375,0.0859375,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.078125,0.03125,0.0703125,119.82,145,8.951,14.234,1.741,63.119,10035,8.951,14.234,1.741,172753.16,17.902,3185,960,930,25,10035,4935,23.444,63.954,72417.38,0.391,-1.628790962,1.368270844,20,113.15,0.07,55.86,2.389,128,618,9.65625,0.570143919,0.020234775,0.076033465,59.93,63.95,5,10035
seq11268@4,16.89,68195.623,4.06,0.422,0.227,0.19,0.507,-1.477,1.388,128,6.9546875,9,5,0.281789979,0.377436503,0.168202158,0.023626841,0.134973271,4.32E-06,0.023626249,16.7140625,0.723064117,3.640991211,1.970502338,31.4265625,39413,745,14538.2049,0.1171875,35.51171875,8.960541344,-0.4109375,0.0703125,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.09375,0.03125,0.0703125,122.44,164,6.598,16.378,0.403,64.415,10095,6.598,16.378,0.403,166988.42,16.852,3205,960,930,25,10095,4975,22.109,64.949,72697.9,0.41,-1.477086204,1.388219897,20,113.59,0.22,59.49,2.447,128,607,9.484375,0.567907483,0.021206334,0.074680118,59.99,64.95,5,10095
seq7414@2,18.118,75678.363,4.079,0.422,0.219,0.191,0.508,-1.554,1.452,128,7.5359375,10,5,0.259289675,0.353624792,0.166189857,0.022593952,0.146381965,2.41E-06,0.022593609,15.396875,0.730148894,3.971201172,2.584092502,28.84375,37372,701,14457.109,0.1171875,37.60546875,8.507328606,-0.375,0.078125,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.0859375,0.09375,0.03125,0.0859375,0.03125,0.0703125,113.27,168,10.366,12.989,0.405,66.924,10000,10.366,12.989,0.405,207406.75,18.062,3180,960,915,30,10000,4915,23.578,66.949,72287.37,0.325,-1.554493045,1.451767569,20,112.95,0.36,63.73,2.347,128,609,9.515625,0.55834955,0.020412488,0.074926181,60.08,66.95,5,10000
seq2667@2,17.422,69278.449,4.061,0.422,0.219,0.191,0.508,-1.546,1.496,128,7.09375,10,5,0.270155536,0.365769891,0.168735147,0.023222896,0.132001487,3.49E-06,0.023222707,16.8015625,0.732716835,3.812368164,2.271283552,30.5859375,39638,759,14441.0434,0.1171875,36.10078125,8.618729973,-0.40078125,0.078125,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.0859375,0.1015625,0.03125,0.0859375,0.03125,0.0703125,119.41,156,4.681,15.787,3.122,63.244,10000,4.681,15.787,3.122,165919.38,17.361,3180,965,915,25,10000,4915,22.77,64.249,72207.02,0.413,-1.545866485,1.495965273,20,112.82,0.16,57.73,2.415,128,602,9.40625,0.566278361,0.021385999,0.074064961,62.01,64.25,5,10000
seq1056@7,17.704,76255.527,4.062,0.422,0.227,0.191,0.508,-1.561,1.49,128,7.0921875,9,5,0.268512092,0.361221029,0.166840731,0.023566605,0.130480366,5.28E-06,0.02356616,16.040625,0.72337065,3.829228516,2.278454288,29.6,37000,696,14482.0987,0.1171875,36.10078125,8.960541344,-0.4484375,0.0859375,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.09375,0.03125,0.078125,0.03125,0.0703125,114.56,170,6.525,15.218,2.626,65.616,10035,6.525,15.218,2.626,186839.2,17.636,3185,960,930,25,10035,4935,23.12,67.48,72417.38,0.366,-1.561454484,1.490409439,20,113.15,0.45,59.95,2.408,128,617,9.640625,0.564754776,0.020911449,0.075910433,64.24,67.48,5,10035
seq51@4,15.852,50125.046,4.079,0.422,0.227,0.189,0.507,-1.593,1.485,128,6.6734375,10,5,0.301691256,0.39689441,0.183357245,0.027588517,0.119219338,6.69E-06,0.027587876,21.196875,0.656995066,3.394711914,1.771238638,39.0328125,52381,1023,14520.1897,0.1171875,39.11015625,8.960541344,-0.4359375,0.078125,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.09375,0.0859375,0.03125,0.0859375,0.03125,0.0703125,155.48,125,1.643,18.345,-2.479,68.383,10080,1.643,18.345,-2.479,117016.33,15.769,3205,955,930,25,10080,4965,20.657,69.443,72607.82,0.579,-1.592626439,1.48482851,20,113.45,0.24,62.17,2.38,128,611,9.546875,0.5618686,0.020637069,0.075172244,64.42,69.44,5,10080
seq8924@2,16.382,63954.144,4.063,0.43,0.227,0.19,0.507,-1.571,1.479,128,7.0546875,10,5,0.286141819,0.376546847,0.159391369,0.026230984,0.127412136,3.90E-07,0.026230252,19.6484375,0.672648546,3.606025391,2.130369945,36.0609375,48248,969,14494.1524,0.1171875,36.10078125,8.960541344,-0.409375,0.0859375,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.015625,0.03125,0.09375,0.0859375,0.03125,0.0859375,0.03125,0.0703125,141.27,154,1.539,18.154,-0.949,63.154,10060,1.539,18.154,-0.949,140583.11,16.312,3195,955,930,25,10060,4955,21.39,64.029,72477.64,0.487,-1.571051053,1.478916643,20,113.24,0.17,58.07,2.412,128,618,9.65625,0.565115657,0.020934883,0.076033465,63.66,64.03,5,10060
seq10835@2,13.888,33754.49,4.036,0.412,0.206,0.193,0.507,-1.48,1.53,97,5.564948454,7,4,0.335945971,0.432142857,0.207280514,0.036245178,0.112662838,1.28E-05,0.036244444,23.58350515,0.512532485,3.034872994,1.367001538,41.05979381,42729,800,10857.1514,0.103092784,40.9814433,8.74250927,-0.369072165,0.082474227,0.020618557,0.030927835,0.06185567,0.020618557,0.103092784,0,0.030927835,0.020618557,0.092783505,0.041237113,0.06185567,0.020618557,0.041237113,0.092783505,0.103092784,0.030927835,0.06185567,0.030927835,0.051546392,167.67,90,3.099,18.269,9.605,46.585,7500,3.099,18.269,9.605,71299.23,13.806,2360,720,695,30,7500,3695,18.164,47.502,54287.21,0.702,-1.480123894,1.530466527,19,111.93,0.22,44.26,2.425,97,425,8.762886598,0.568987427,0.024957045,0.091280069,44.75,47.5,5,7500
seq1287@9,15.556,58156.857,4.077,0.406,0.211,0.192,0.51,-1.503,1.499,128,6.3765625,9,5,0.307483226,0.409878127,0.185972061,0.027336361,0.122956719,1.16E-05,0.027335841,20.7171875,0.6597288,3.330849609,1.579698692,37.9078125,48033,872,14550.1526,0.125,34.89921875,8.984781456,-0.4734375,0.0625,0.015625,0.0390625,0.0546875,0.0234375,0.1015625,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.09375,0.1015625,0.0390625,0.078125,0.03125,0.0703125,147.88,132,4.802,18.225,3.603,56.832,10035,4.802,18.225,3.603,103429.69,15.508,3195,965,930,30,10035,4915,20.416,58.028,72757.67,0.689,-1.502739491,1.498554049,20,113.68,0.47,50.26,2.505,128,593,9.265625,0.557088961,0.021483643,0.072957677,49.32,58.03,5,10035
seq855@6,16.928,70104.24,4.091,0.398,0.219,0.193,0.509,-1.529,1.414,128,6.9140625,9,5,0.281029067,0.373902867,0.169316375,0.023867408,0.134655368,2.02E-06,0.023867064,16.2234375,0.736499685,3.658798828,1.974665745,30.603125,38075,646,14589.2567,0.1171875,35.25625,9.127514458,-0.47578125,0.0625,0.0234375,0.0390625,0.0546875,0.0234375,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.078125,0.03125,0.0625,118.45,168,9.787,15.73,3.833,65.182,10070,9.787,15.73,3.833,143622.6,16.856,3185,960,945,35,10070,4945,22.197,65.871,72958.31,0.484,-1.528507251,1.414321471,20,113.99,0.55,59.48,2.479,128,610,9.53125,0.557151052,0.020135178,0.075049213,58.99,65.87,5,10070
seq2206@5,15.954,61430.811,4.06,0.406,0.219,0.192,0.508,-1.577,1.42,128,6.534375,9,5,0.298071449,0.39420111,0.179494382,0.026466066,0.122296849,2.31E-06,0.026465661,19.446875,0.675694572,3.438071289,1.70539335,35.95,46303,804,14601.2442,0.1171875,33.57109375,9.231437492,-0.49453125,0.0625,0.015625,0.0390625,0.0546875,0.015625,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,141.62,151,11.06,16.582,1.986,60.74,10100,11.06,16.582,1.986,124328.78,15.892,3195,965,945,30,10100,4965,20.907,61.477,73018.22,0.554,-1.577269018,1.41982554,20,114.09,0.4,54.08,2.472,128,613,9.578125,0.557824207,0.02005804,0.075418307,57.34,61.48,5,10100
seq1060@4,16.038,62440.088,4.08,0.406,0.227,0.192,0.51,-1.533,1.468,128,6.8015625,9,5,0.298180399,0.39420111,0.158285856,0.027306325,0.114492545,6.95E-07,0.027305682,19.7765625,0.661536518,3.442666016,1.772376877,36.30625,47667,818,14650.2718,0.125,34.89921875,8.984459114,-0.50546875,0.0625,0.015625,0.046875,0.0546875,0.0234375,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0546875,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.078125,0.03125,0.0703125,144.54,147,2.759,18.513,-2.631,61.875,10110,2.759,18.513,-2.631,139770.47,15.973,3215,970,940,30,10110,4955,20.977,62.413,73258.29,0.503,-1.533225052,1.468286988,20,114.46,0.43,54.88,2.455,128,605,9.453125,0.558713249,0.020405652,0.074434055,60.93,62.41,5,10110
seq7556@3,17.574,79342.952,4.091,0.398,0.219,0.193,0.509,-1.499,1.425,128,7.628125,11,6,0.272416219,0.361221029,0.146291209,0.026573825,0.124915724,2.20E-07,0.026573084,17.2546875,0.69664361,3.797431641,2.492393794,31.2796875,39639,657,14589.2567,0.1171875,35.48828125,9.127514458,-0.47578125,0.0625,0.0234375,0.0390625,0.0546875,0.0234375,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.078125,0.03125,0.0625,123.91,174,6.428,17.028,0.757,73.382,10070,6.428,17.028,0.757,208149.8,17.463,3185,960,945,35,10070,4945,22.802,74.243,72958.31,0.331,-1.498672635,1.424901592,20,113.99,0.19,65.36,2.306,128,620,9.6875,0.560922498,0.020394912,0.076279528,62.92,74.24,5,10070
